Goodness,Model
976442618.8,"{'Cc': 1, 'RB1': 53600.0, 'RB2': 30100.0, 'RB3': 20500, 'RC': 1400.0, 'RE_deg': 11.0, 'RE': 169.0, 'trans_model': 'ZTX107-NOM'}"
975158427.3,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 95300.0, 'RB3': 17800.0, 'RC': 1330.0, 'RE_deg': 20.5, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
972688422,"{'Cc': 1, 'RB1': 187000.0, 'RB2': 14700.0, 'RB3': 20500, 'RC': 1400.0, 'RE_deg': 34.8, 'RE': 422.0, 'trans_model': 'ZTX107-NOM'}"
959591473.1,"{'Cc': 1, 'RB1': 169000.0, 'RB2': 10000.0, 'RB3': 14700.0, 'RC': 3160.0, 'RE_deg': 48.7, 'RE': 140.0, 'trans_model': 'ZTX107-NOM'}"
944582859.9,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 78700.0, 'RB3': 20500, 'RC': 1620.0, 'RE_deg': 42.2, 'RE': 909.0, 'trans_model': 'ZTX107-NOM'}"
943062285,"{'Cc': 1, 'RB1': 187000.0, 'RB2': 36500.0, 'RB3': 19600.0, 'RC': 2870.0, 'RE_deg': 53.6, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
939315465.1,"{'Cc': 1, 'RB1': 205000.0, 'RB2': 68100.0, 'RB3': 44200.0, 'RC': 2260.0, 'RE_deg': 95.3, 'RE': 619.0, 'trans_model': 'ZTX107-NOM'}"
932524307,"{'Cc': 1, 'RB1': 187000.0, 'RB2': 59000.0, 'RB3': 38300.0, 'RC': 2370.0, 'RE_deg': 86.6, 'RE': 1100.0, 'trans_model': 'ZTX107-NOM'}"
922682933.8,"{'Cc': 1, 'RB1': 274000.0, 'RB2': 24900.0, 'RB3': 95300.0, 'RC': 2150.0, 'RE_deg': 115.0, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
922052782.7,"{'Cc': 1, 'RB1': 95300, 'RB2': 75000.0, 'RB3': 21500.0, 'RC': 4640.0, 'RE_deg': 17.8, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
921071851.2,"{'Cc': 1, 'RB1': 274000.0, 'RB2': 17800.0, 'RB3': 51100.0, 'RC': 5110.0, 'RE_deg': 27.4, 'RE': 169.0, 'trans_model': 'ZTX107-NOM'}"
909496868.6,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 78700.0, 'RB3': 61900.0, 'RC': 3320.0000000000005, 'RE_deg': 22.6, 'RE': 750.0, 'trans_model': 'ZTX107-NOM'}"
909203637.8,"{'Cc': 1, 'RB1': 95300, 'RB2': 10500, 'RB3': 20500, 'RC': 3010, 'RE_deg': 24.9, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
